dataset_id,image_id,xlsx_image_path,uuid_prefix,original_filename,f4dficimg_path
14,6800,static/img/35a096f47e1a47f3bac23ab224195dba_00000011_002.png,35a096f47e1a47f3bac23ab224195dba,00000011_002.png,~/ml4img/f4dficimg/dif_nih14/00000011_002.png
14,6801,static/img/3f06630704434753bb45dd22ff429cc1_00000011_006.png,3f06630704434753bb45dd22ff429cc1,00000011_006.png,~/ml4img/f4dficimg/dif_nih14/00000011_006.png
14,6802,static/img/a6cd84743aa04b5dbad64df7ee3e8ad6_00000011_007.png,a6cd84743aa04b5dbad64df7ee3e8ad6,00000011_007.png,~/ml4img/f4dficimg/dif_nih14/00000011_007.png
14,6803,static/img/17c09c8f74f8493fa94fb75ee1934173_00000011_008.png,17c09c8f74f8493fa94fb75ee1934173,00000011_008.png,~/ml4img/f4dficimg/dif_nih14/00000011_008.png
14,6804,static/img/a9ffaf460d8046dbbf7e27fbb7bb54a7_00000013_002.png,a9ffaf460d8046dbbf7e27fbb7bb54a7,00000013_002.png,~/ml4img/f4dficimg/dif_nih14/00000013_002.png
14,6805,static/img/d4491eef7ca845d4a6f97023cccd8ff5_00000013_013.png,d4491eef7ca845d4a6f97023cccd8ff5,00000013_013.png,~/ml4img/f4dficimg/dif_nih14/00000013_013.png
14,6806,static/img/bb80af6b51ea4128907b1753b10fc837_00000013_021.png,bb80af6b51ea4128907b1753b10fc837,00000013_021.png,~/ml4img/f4dficimg/dif_nih14/00000013_021.png
14,6807,static/img/cb659da6a8924db8adcb4256079342cd_00000013_031.png,cb659da6a8924db8adcb4256079342cd,00000013_031.png,~/ml4img/f4dficimg/dif_nih14/00000013_031.png
14,6808,static/img/ea196354cfba4435bcb9c291e2f7e0d4_00000013_033.png,ea196354cfba4435bcb9c291e2f7e0d4,00000013_033.png,~/ml4img/f4dficimg/dif_nih14/00000013_033.png
14,6809,static/img/74b120246ab941d48e0df07c6137d151_00000013_035.png,74b120246ab941d48e0df07c6137d151,00000013_035.png,~/ml4img/f4dficimg/dif_nih14/00000013_035.png
14,6810,static/img/5bfee7386cf04ced9c92bacf8a442e3b_00000013_042.png,5bfee7386cf04ced9c92bacf8a442e3b,00000013_042.png,~/ml4img/f4dficimg/dif_nih14/00000013_042.png
14,6811,static/img/c4ed81fc4f494c66920df8fdaf582974_00000016_000.png,c4ed81fc4f494c66920df8fdaf582974,00000016_000.png,~/ml4img/f4dficimg/dif_nih14/00000016_000.png
14,6812,static/img/39fd3794ca1443cabf8cb00f52d2b9cf_00000017_002.png,39fd3794ca1443cabf8cb00f52d2b9cf,00000017_002.png,~/ml4img/f4dficimg/dif_nih14/00000017_002.png
14,6813,static/img/e6a6ceb6e4a34a4e8e067f0338517a52_00000025_000.png,e6a6ceb6e4a34a4e8e067f0338517a52,00000025_000.png,~/ml4img/f4dficimg/dif_nih14/00000025_000.png
14,6814,static/img/b50e6296ebb846dd9c029fe824d56fc5_00000032_005.png,b50e6296ebb846dd9c029fe824d56fc5,00000032_005.png,~/ml4img/f4dficimg/dif_nih14/00000032_005.png
14,6815,static/img/521e3db94f4b46948e80d20dfb9294ff_00000032_020.png,521e3db94f4b46948e80d20dfb9294ff,00000032_020.png,~/ml4img/f4dficimg/dif_nih14/00000032_020.png
14,6816,static/img/4c55307025704eeb95c46118156cc479_00000032_023.png,4c55307025704eeb95c46118156cc479,00000032_023.png,~/ml4img/f4dficimg/dif_nih14/00000032_023.png
14,6817,static/img/6f14aeb270314b12b09a74d2096ba141_00000032_033.png,6f14aeb270314b12b09a74d2096ba141,00000032_033.png,~/ml4img/f4dficimg/dif_nih14/00000032_033.png
14,6818,static/img/f76443ee21a84c30856c2f0df56a1997_00000032_037.png,f76443ee21a84c30856c2f0df56a1997,00000032_037.png,~/ml4img/f4dficimg/dif_nih14/00000032_037.png
14,6819,static/img/2a7c2aadec124010a65b4b9cfeeb808e_00000032_039.png,2a7c2aadec124010a65b4b9cfeeb808e,00000032_039.png,~/ml4img/f4dficimg/dif_nih14/00000032_039.png
14,6820,static/img/5ee1f53f7cdd43c2bbe0cbf9580670a7_00000032_041.png,5ee1f53f7cdd43c2bbe0cbf9580670a7,00000032_041.png,~/ml4img/f4dficimg/dif_nih14/00000032_041.png
14,6821,static/img/c078555deb794c829ae68d62cc68f796_00000032_045.png,c078555deb794c829ae68d62cc68f796,00000032_045.png,~/ml4img/f4dficimg/dif_nih14/00000032_045.png
14,6822,static/img/818bded254dd444a8f7906916f9217b5_00000032_049.png,818bded254dd444a8f7906916f9217b5,00000032_049.png,~/ml4img/f4dficimg/dif_nih14/00000032_049.png
14,6823,static/img/8ed6de78ad6f4a65962cb9fa9f15669f_00000032_056.png,8ed6de78ad6f4a65962cb9fa9f15669f,00000032_056.png,~/ml4img/f4dficimg/dif_nih14/00000032_056.png
14,6824,static/img/edd36ce568234023bff25ece2d4c1147_00000036_000.png,edd36ce568234023bff25ece2d4c1147,00000036_000.png,~/ml4img/f4dficimg/dif_nih14/00000036_000.png
14,6825,static/img/9d51d6e75914489b95e2d5eea3201d12_00000038_003.png,9d51d6e75914489b95e2d5eea3201d12,00000038_003.png,~/ml4img/f4dficimg/dif_nih14/00000038_003.png
14,6826,static/img/1807132e8682419e9bdc6e0a5550b4b0_00000038_004.png,1807132e8682419e9bdc6e0a5550b4b0,00000038_004.png,~/ml4img/f4dficimg/dif_nih14/00000038_004.png
14,6827,static/img/3f14f226320d44e49f9c6fc4347d865e_00000039_001.png,3f14f226320d44e49f9c6fc4347d865e,00000039_001.png,~/ml4img/f4dficimg/dif_nih14/00000039_001.png
14,6828,static/img/ce117ccd84c0426588e4d1907e90dd67_00000039_003.png,ce117ccd84c0426588e4d1907e90dd67,00000039_003.png,~/ml4img/f4dficimg/dif_nih14/00000039_003.png
14,6829,static/img/be395b2040b648778e85bf0c5398c249_00000043_000.png,be395b2040b648778e85bf0c5398c249,00000043_000.png,~/ml4img/f4dficimg/dif_nih14/00000043_000.png
14,6830,static/img/2a85d5fe28dd4c369f059f0e566486db_00000047_004.png,2a85d5fe28dd4c369f059f0e566486db,00000047_004.png,~/ml4img/f4dficimg/dif_nih14/00000047_004.png
14,6831,static/img/ad3fcf62388243079a15685f79f265a8_00000047_006.png,ad3fcf62388243079a15685f79f265a8,00000047_006.png,~/ml4img/f4dficimg/dif_nih14/00000047_006.png
14,6832,static/img/300c0bda7a6e4dcab3f0cca9510c1187_00000049_001.png,300c0bda7a6e4dcab3f0cca9510c1187,00000049_001.png,~/ml4img/f4dficimg/dif_nih14/00000049_001.png
14,6833,static/img/1894f39d1b704626a99091c8bb277aa7_00000053_001.png,1894f39d1b704626a99091c8bb277aa7,00000053_001.png,~/ml4img/f4dficimg/dif_nih14/00000053_001.png
14,6834,static/img/4c4a9c8a66b44a548919de813f9cdd9f_00000054_003.png,4c4a9c8a66b44a548919de813f9cdd9f,00000054_003.png,~/ml4img/f4dficimg/dif_nih14/00000054_003.png
14,6835,static/img/796f2b4ec8b24b8784c395c784f0fce7_00000054_004.png,796f2b4ec8b24b8784c395c784f0fce7,00000054_004.png,~/ml4img/f4dficimg/dif_nih14/00000054_004.png
14,6836,static/img/cdcff4a2f42e4309a8681594b3582c8d_00000057_001.png,cdcff4a2f42e4309a8681594b3582c8d,00000057_001.png,~/ml4img/f4dficimg/dif_nih14/00000057_001.png
14,6837,static/img/d188c25bcde2439b9562234ffe1d36d7_00000057_002.png,d188c25bcde2439b9562234ffe1d36d7,00000057_002.png,~/ml4img/f4dficimg/dif_nih14/00000057_002.png
14,6838,static/img/eb03026cac054d49ad3ca242f6f81f6c_00000061_006.png,eb03026cac054d49ad3ca242f6f81f6c,00000061_006.png,~/ml4img/f4dficimg/dif_nih14/00000061_006.png
14,6839,static/img/4f797e27177d441aafc893994c0b3d23_00000061_010.png,4f797e27177d441aafc893994c0b3d23,00000061_010.png,~/ml4img/f4dficimg/dif_nih14/00000061_010.png
14,6840,static/img/0b867fa02188452f967805199bd06c1c_00000061_011.png,0b867fa02188452f967805199bd06c1c,00000061_011.png,~/ml4img/f4dficimg/dif_nih14/00000061_011.png
14,6841,static/img/70d59cde9c2341149a127c5b179745e1_00000061_016.png,70d59cde9c2341149a127c5b179745e1,00000061_016.png,~/ml4img/f4dficimg/dif_nih14/00000061_016.png
14,6842,static/img/5659402e23ee4b639761b9ff7dbdb057_00000061_018.png,5659402e23ee4b639761b9ff7dbdb057,00000061_018.png,~/ml4img/f4dficimg/dif_nih14/00000061_018.png
14,6843,static/img/638cc63bdb17436994901bdef40a14ba_00000061_020.png,638cc63bdb17436994901bdef40a14ba,00000061_020.png,~/ml4img/f4dficimg/dif_nih14/00000061_020.png
14,6844,static/img/f0f669785df14e8a85f1cc075dd279a9_00000061_022.png,f0f669785df14e8a85f1cc075dd279a9,00000061_022.png,~/ml4img/f4dficimg/dif_nih14/00000061_022.png
14,6845,static/img/9963945e1907492093c3ba6547bd7951_00000062_000.png,9963945e1907492093c3ba6547bd7951,00000062_000.png,~/ml4img/f4dficimg/dif_nih14/00000062_000.png
14,6846,static/img/3796495cfc6a4e1ba50118ab149671a2_00000078_002.png,3796495cfc6a4e1ba50118ab149671a2,00000078_002.png,~/ml4img/f4dficimg/dif_nih14/00000078_002.png
14,6847,static/img/828e77ed19cb44a2b81e9f98d54eca69_00000080_003.png,828e77ed19cb44a2b81e9f98d54eca69,00000080_003.png,~/ml4img/f4dficimg/dif_nih14/00000080_003.png
14,6848,static/img/8ba33b39ab6b458e9928f24dfd05f328_00000090_002.png,8ba33b39ab6b458e9928f24dfd05f328,00000090_002.png,~/ml4img/f4dficimg/dif_nih14/00000090_002.png
14,6849,static/img/770d27f57d964a9291b53f34927f3fce_00000090_003.png,770d27f57d964a9291b53f34927f3fce,00000090_003.png,~/ml4img/f4dficimg/dif_nih14/00000090_003.png
14,6850,static/img/ac2598afa03a43528790f5e5e6d17f95_00000090_004.png,ac2598afa03a43528790f5e5e6d17f95,00000090_004.png,~/ml4img/f4dficimg/dif_nih14/00000090_004.png
14,6851,static/img/e57996c8b9ff4dd49dad1532df09f9d3_00000090_008.png,e57996c8b9ff4dd49dad1532df09f9d3,00000090_008.png,~/ml4img/f4dficimg/dif_nih14/00000090_008.png
14,6852,static/img/ef8669be27794ca7a6ec8116b1d694d4_00000091_000.png,ef8669be27794ca7a6ec8116b1d694d4,00000091_000.png,~/ml4img/f4dficimg/dif_nih14/00000091_000.png
14,6853,static/img/a5e200d3fd0244049f5d2f4275f00bea_00000091_003.png,a5e200d3fd0244049f5d2f4275f00bea,00000091_003.png,~/ml4img/f4dficimg/dif_nih14/00000091_003.png
14,6854,static/img/07cc13bed2ae47ea89a0a1f6d956edd7_00000091_006.png,07cc13bed2ae47ea89a0a1f6d956edd7,00000091_006.png,~/ml4img/f4dficimg/dif_nih14/00000091_006.png
14,6855,static/img/2eb6142fce3043238c2f982768fbee38_00000091_008.png,2eb6142fce3043238c2f982768fbee38,00000091_008.png,~/ml4img/f4dficimg/dif_nih14/00000091_008.png
14,6856,static/img/5a31ed6bc3f04e8ca4444307883ad066_00000091_009.png,5a31ed6bc3f04e8ca4444307883ad066,00000091_009.png,~/ml4img/f4dficimg/dif_nih14/00000091_009.png
14,6857,static/img/5871edc143544a1f8a970d8965fa8a91_00000092_003.png,5871edc143544a1f8a970d8965fa8a91,00000092_003.png,~/ml4img/f4dficimg/dif_nih14/00000092_003.png
14,6858,static/img/d9095f8761ad48b0958204bed336122e_00000096_002.png,d9095f8761ad48b0958204bed336122e,00000096_002.png,~/ml4img/f4dficimg/dif_nih14/00000096_002.png
14,6859,static/img/41fa194deaa5498b95b72b9d2b697cf9_00000096_003.png,41fa194deaa5498b95b72b9d2b697cf9,00000096_003.png,~/ml4img/f4dficimg/dif_nih14/00000096_003.png
14,6860,static/img/b641f7ef0c6843879d29333429fd4c29_00000096_004.png,b641f7ef0c6843879d29333429fd4c29,00000096_004.png,~/ml4img/f4dficimg/dif_nih14/00000096_004.png
14,6861,static/img/6689369b35fd4ca7924d1f362ee3bf3b_00000096_005.png,6689369b35fd4ca7924d1f362ee3bf3b,00000096_005.png,~/ml4img/f4dficimg/dif_nih14/00000096_005.png
14,6862,static/img/826985daa70f4bb396910bb4a2c78f1e_00000099_000.png,826985daa70f4bb396910bb4a2c78f1e,00000099_000.png,~/ml4img/f4dficimg/dif_nih14/00000099_000.png
14,6863,static/img/1f55f28d6fcc4af08774222e6df92be8_00000099_001.png,1f55f28d6fcc4af08774222e6df92be8,00000099_001.png,~/ml4img/f4dficimg/dif_nih14/00000099_001.png
14,6864,static/img/9fcba3e10ae84a8c8d42f0057f9d14f2_00000099_003.png,9fcba3e10ae84a8c8d42f0057f9d14f2,00000099_003.png,~/ml4img/f4dficimg/dif_nih14/00000099_003.png
14,6865,static/img/d5b952efd02e4563baedde1af7a516fc_00000099_004.png,d5b952efd02e4563baedde1af7a516fc,00000099_004.png,~/ml4img/f4dficimg/dif_nih14/00000099_004.png
14,6866,static/img/0eb1a7af587a43639b43240309731020_00000099_005.png,0eb1a7af587a43639b43240309731020,00000099_005.png,~/ml4img/f4dficimg/dif_nih14/00000099_005.png
14,6867,static/img/888b2fc27fe14540b5b2d847a750dc44_00000099_008.png,888b2fc27fe14540b5b2d847a750dc44,00000099_008.png,~/ml4img/f4dficimg/dif_nih14/00000099_008.png
